"GeneID","SeqID","CMSVM._Localization","CMSVM._Details","CytoSVM._Localization","CytoSVM._Details","ECSVM._Localization","ECSVM._Details","ModHMM._Localization","ModHMM._Details","Motif._Localization","Motif._Details","OMPMotif._Localization","OMPMotif._Details","OMSVM._Localization","OMSVM._Details","PPSVM._Localization","PPSVM._Details","Profile._Localization","Profile._Details","SCL.BLAST._Localization","SCL.BLAST._Details","SCL.BLASTe._Localization","SCL.BLASTe._Details","Signal._Localization","Signal._Details","Cytoplasmic_Score","CytoplasmicMembrane_Score","Periplasmic_Score","OuterMembrane_Score","Extracellular_Score","Final_Localization","Final_Localization_Details","Final_Score","Secondary_Localization","PSortb_Version","System","Process","Pathway","Protein"
"sll0072","sll0072 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0078","sll0078 threonyl-tRNA synthetase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Cytoplasmic","matched PS50862: AA_TRNA_LIGASE_II Profile - Cytoplasmic ","Cytoplasmic","matched 2501062: Threonyl-tRNA synthetase","Cytoplasmic","matched 100% 2501062: Threonyl-tRNA synthetase","Unknown","No signal peptide detected",10,0,0,0,0,"Cytoplasmic","",10,"","PSORTb version 3.0",NA,"Translation","Aminoacyl tRNA synthetases and tRNA modification","threonyl-tRNA synthetase"
"sll0080","sll0080 N-acetyl-gamma-glutamyl-phosphate reductase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15595859: N-acetyl-gamma-glutamyl-phosphate reductase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase"
"sll0082","sll0082 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.82,0.12,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0083","sll0083 phosphoheptose isomerase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 48474625: Phosphoheptose isomerase","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","phosphoheptose isomerase"
"sll0084","sll0084 putative phosphatase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 123158: Histidine biosynthesis bifunctional protein hisB","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Amino acid biosynthesis","Aromatic amino acid family","putative phosphatase"
"sll0085","sll0085 unknown protein","CytoplasmicMembrane",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.67,9.27,0.06,0,0,"CytoplasmicMembrane","",9.27,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"sll0086","sll0086 putative arsenical pump-driving ATPase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Drug and analog sensitivity","putative arsenical pump-driving ATPase"
"sll0088","sll0088 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0092","sll0092 putative transposase [ISY391c: 2997600 - 2998989]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY391c: 2997600 - 2998989]"
"sll0094","sll0094 two-component sensor histidine kinase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 2507376: Signal transduction histidine-protein kinase baeS","Unknown","No matches against database","Unknown","No signal peptide detected",0.15,9.82,0.01,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Regulatory functions","","two-component sensor histidine kinase"
"sll0095","sll0095 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 67474751: Probable ubiquinone biosynthesis protein ubiB","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0096","sll0096 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0098","sll0098 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15599001: conserved hypothetical protein[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0099","sll0099 precorrin-6y C5, 15-methyltransferase (decarboxylating)","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15598103: precorrin-6y-dependent methyltransferase CobL[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","precorrin-6y C5, 15-methyltransferase (decarboxylating)"
"sll0100","sll0100 N-acyl-L-amino acid amidohydrolase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acyl-L-amino acid amidohydrolase"
"sll0101","sll0101 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"sll0102","sll0102 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0103","sll0103 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0107","sll0107 KHG/KDPG aldolase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 584746: KHG/KDPG aldolase","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Energy metabolism","Amino acids and amines","KHG/KDPG aldolase"
"sll0108","sll0108 ammonium/methylammonium permease","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","12 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 6225058: Ammonia channel precursor","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Transport and binding proteins","","ammonium/methylammonium permease"
"sll0109","sll0109 chorismate mutase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 24212657: Chorismate mutase","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Amino acid biosynthesis","Aromatic amino acid family","chorismate mutase"
"sll0135","sll0135 putative 5'-methylthioadenosine phosphorylase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15598200: 5-methylthioadenosine phosphorylase MtnP[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Other categories","Other","putative 5&#x27;-methylthioadenosine phosphorylase"
"sll0136","sll0136 aminopeptidase P","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 113751: Xaa-Pro aminopeptidase","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Translation","Degradation of proteins, peptides, and glycopeptides","aminopeptidase P"
"sll0140","sll0140 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"sll0141","sll0141 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 15598032: probable secretion protein[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,9.99,0.01,0,0.01,"CytoplasmicMembrane","",9.99,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll0142","sll0142 probable cation efflux system protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","12 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 3025165: Multidrug resistance protein mdtC","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Transport and binding proteins","","probable cation efflux system protein"
"sll0144","sll0144 uridine monophosphate kinase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15598850: uridylate kinase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Purines, pyrimidines, nucleosides, and nucleotides","Pyrimidine ribonucleotide biosynthesis","uridine monophosphate kinase"
"sll0145","sll0145 ribosome releasing factor","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 3122762: Ribosome recycling factor","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Translation","Protein modification and translation factors","ribosome releasing factor"
"sll0146","sll0146 Integral membrane protein of the ABC-type, Nat permease for neutral amino acids","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","9 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 115123: Cytoplasmic membrane integral membrane protein","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Transport and binding proteins","","Integral membrane protein of the ABC-type, Nat permease for neutral amino acids"
