protein,f_value,p_value,q_value,process
sll0631,1.8605663376194623,0.16988430745647642,0.23624718280104484,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1636,1.860352563488936,0.16992355432324552,0.23624718280104484,Other categories
sll1418,1.8593081150286528,0.17011544446352708,0.23624718280104484,Photosynthesis and respiration
slr0877,1.8588505488101972,0.1701995833082796,0.23624718280104484,Translation
slr1377,1.8578701578381904,0.17038001083895574,0.2362625398810569,Cellular processes
sll0638,1.8518269095706128,0.17149671364860972,0.2375748913007056,Hypothetical
slr1044,1.848315394319972,0.1721491817892677,0.2382421712262187,Cellular processes
sll1900,1.8462316524843263,0.17253761189472738,0.23846861345133485,Other categories
slr0844,1.8456045405304164,0.17265469504361874,0.23846861345133485,Photosynthesis and respiration
sll0456,1.841828831539721,0.17336142469964844,0.23897230936479255,Hypothetical
slr1418,1.8418258140791468,0.17336199073632266,0.23897230936479255,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0205,1.8321546078143107,0.17518636657214526,0.24104307648364245,Hypothetical
slr1218,1.8320310531054975,0.175209806132196,0.24104307648364245,Hypothetical
sll0947,1.8305917762183004,0.17548309810639462,0.2411812038013995,Other categories
slr1194,1.828142976405981,0.17594912603936366,0.2415836917568034,Hypothetical
sll1424,1.8192270963349169,0.17765708588637072,0.2436889231184731,Hypothetical
sll1005,1.8142594222208772,0.17861637745567005,0.24476409287884054,Regulatory functions
sll1186,1.8106343243435636,0.17931989383812222,0.24548699892461284,Hypothetical
slr0611,1.7962742115293096,0.182135891398514,0.24892032318916885,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1993,1.7960274268657594,0.18218469532339884,0.24892032318916885,"Fatty acid, phospholipid and sterol metabolism"
sll0837,1.7936530932950592,0.18265495365282208,0.2490972867487546,Hypothetical
sll0873,1.7935704578235665,0.18267134361575332,0.2490972867487546,Other categories
slr1510,1.7870726309293887,0.1839650409114068,0.2506125331843371,"Fatty acid, phospholipid and sterol metabolism"
slr6095,1.7861884777671269,0.1841418254580255,0.2506125331843371,"DNA replication, restriction, modification, recombination, and repair"
sll1109,1.7834801526946509,0.18468447524308915,0.2511060847603405,Hypothetical
sll1673,1.776682882025162,0.1860539079630287,0.252721715295448,Regulatory functions
slr5088,1.7750581082176051,0.1863828446301576,0.25292224538820024,Other categories
slr0771,1.768807120070796,0.18765413875681533,0.25439992571988085,Hypothetical
slr7013,1.7610242223055583,0.1892498786969741,0.25631415609929986,Hypothetical
slr0586,1.7590095366134602,0.1896652974535332,0.25662763331491645,Hypothetical
sll1308,1.7505678559626163,0.19141649019519974,0.2587461277347904,Other categories
slr1208,1.7482285949705505,0.1919047917209721,0.2591550672320969,Other categories
slr1644,1.7461898420762154,0.1923314427245308,0.25936677333072145,Hypothetical
sll0602,1.7457032898598253,0.19243341247118045,0.25936677333072145,Hypothetical
sll0461,1.742788272943152,0.1930455328929284,0.2599406548123891,Amino acid biosynthesis
slr0267,1.7390381704401496,0.1938360509302848,0.26075341470370994,Hypothetical
slr0333,1.7367173228886923,0.19432700243517936,0.2609465952176841,Unknown
slr1853,1.7365909537449282,0.19435377235209594,0.2609465952176841,Other categories
slr0211,1.7273033255297991,0.19633199512250404,0.2633491665345126,Hypothetical
sll0335,1.7242726798606562,0.1969821166972483,0.2639673898104336,Hypothetical
sll0260,1.722446652614558,0.19737492899242604,0.26423994812325746,Hypothetical
sll1830,1.7193341767851984,0.1980463933764426,0.2648846776223753,Unknown
slr0795,1.7071438222512054,0.20069962774515304,0.2681762267284373,Hypothetical
slr0074,1.687170370496503,0.20512841933110013,0.27383171767166,Transport and binding proteins
sll0322,1.673383534657057,0.2082455559436076,0.2777271037680044,Other categories
sll1023,1.6625255199572546,0.2107356526501372,0.2807795945051971,Energy metabolism
sll0068,1.6498203261671311,0.21368924855898092,0.2844432268509336,Unknown
sll0767,1.6462345078383025,0.2145307103385588,0.2852910780956049,Translation
slr1830,1.639104803532987,0.21621416478928834,0.2872559617914831,Central intermediary metabolism
slr1516,1.6359339638096086,0.21696731505911,0.2879648596701366,Cellular processes
slr0842,1.6351220935694841,0.2171605966831424,0.2879648596701366,Hypothetical
sll0147,1.6270353759238168,0.2190957020816985,0.2902549899372929,Hypothetical
sll1542,1.614520534111035,0.22212619881175266,0.2939905572508491,Hypothetical
slr9101,1.5891557488809849,0.2284039057948325,0.302012747472788,"DNA replication, restriction, modification, recombination, and repair"
slr0008,1.5731510919946146,0.23246029556605116,0.30708533363128915,Translation
sll1498,1.5711770167127517,0.2329658150658297,0.3074619792023013,Energy metabolism
slr1609,1.5658358898781473,0.23433932714362904,0.30898238314306475,"Fatty acid, phospholipid and sterol metabolism"
slr0755,1.5610895712762998,0.23556697004692626,0.3103077650759793,Hypothetical
sll0807,1.5591055517408983,0.23608212601352424,0.3106929865932701,Energy metabolism
slr0181,1.5573526762108059,0.23653824210329746,0.31099985648831285,Hypothetical
slr1924,1.5555905901789309,0.23699768076610914,0.3110227221255099,Cell envelope
sll0911,1.5555757893245792,0.2370015438132021,0.3110227221255099,Unknown
sll0877,1.5532013609991882,0.2376221239050093,0.311544044029594,Hypothetical
slr0149,1.5512795665494492,0.2381256433282452,0.31165992054218283,Hypothetical
slr0902,1.551158769042864,0.2381573299627003,0.31165992054218283,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0320,1.547812451316787,0.2390368573258952,0.3125177281814656,Transcription
sll1218,1.5459892610154078,0.23951747720899394,0.3128528845566915,Hypothetical
sll1848,1.5414549280979302,0.2407171612062362,0.31412576228503225,Other categories
ssl2595,1.5402669767085682,0.2410324993747686,0.31424330525962824,Hypothetical
slr0871,1.5387594879250177,0.2414332766037231,0.31447191490400905,Unknown
sll1676,1.5310992513873862,0.2434805427110111,0.3168426838450191,Central intermediary metabolism
sll1330,1.5293504562675426,0.2439504487081651,0.3171583186839611,Regulatory functions
slr1537,1.5269159901752112,0.2446061657507735,0.31771471249751304,Unknown
slr1495,1.5221173539899215,0.2459040317339402,0.3191033714128806,Hypothetical
slr0583,1.5169019664353325,0.2473227246540177,0.3206460974836011,Cell envelope
sll0069,1.5111459825606646,0.24889833233925365,0.32238920484053746,Hypothetical
slr1424,1.4996789934523889,0.2520683217240943,0.3261923087245933,Cell envelope
slr0300,1.4915285808589969,0.2543468540485437,0.3288358307671163,Hypothetical
sll1491,1.4865597808765791,0.2557463761224673,0.3303390691581869,Other categories
slr1938,1.4855435959664336,0.2560335758926355,0.3304041058003945,Translation
sll0723,1.4786957320930822,0.2579776653716055,0.3325157644361631,Unknown
ssr0693,1.478103029576972,0.2581466472289352,0.3325157644361631,Unknown
sll1635,1.473053627636804,0.2595908927113051,0.3338174396394482,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0158,1.472897134329145,0.2596357863862375,0.3338174396394482,Central intermediary metabolism
slr0502,1.4626947995342676,0.2625799016255633,0.3372918625853231,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1067,1.4611287181946042,0.2630348668565404,0.3374053652215923,Energy metabolism
sll1902,1.4607259806310409,0.26315199810831,0.3374053652215923,Hypothetical
slr0707,1.4597744268690849,0.2634289592364684,0.3374503196830793,"DNA replication, restriction, modification, recombination, and repair"
sll0891,1.4560123055035536,0.26452691228369685,0.3385459106750065,Energy metabolism
ssr9004,1.4547646821082356,0.26489206309802377,0.3387025004782247,Hypothetical
slr0220,1.4490321338138246,0.26657652663709364,0.3405441892479355,Translation
sll1750,1.43886402419114,0.26959148580600945,0.34408062461059763,Central intermediary metabolism
ssl8008,1.4348776713898101,0.2707830209885709,0.3452854792313129,Hypothetical
sll1222,1.4293584084228943,0.2724416752677523,0.3469857083793903,Hypothetical
ssl0832,1.4287874258748836,0.2726138612070335,0.3469857083793903,Hypothetical
slr1890,1.427566367354366,0.27298245907956353,0.34713813164630003,Transport and binding proteins
sll1425,1.4251815560639058,0.2737038299800577,0.3477384725156471,Translation
sll1796,1.4225875658951677,0.2744906926916926,0.3483690222774247,Photosynthesis and respiration
sll0936,1.4219001980242407,0.2746995874589012,0.3483690222774247,Other categories
slr1887,1.4206914846010819,0.27506731690881064,0.3484843664348459,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0838,1.4199598156525397,0.2752901590044445,0.3484843664348459,"Purines, pyrimidines, nucleosides, and nucleotides"
slr0723,1.4145064030451933,0.2769569204379255,0.3502764315602049,Hypothetical
slr1534,1.4129214620076729,0.2774432702351823,0.3505736974439124,Hypothetical
sll1209,1.4107508641197797,0.2781107504865534,0.35109909224320546,"DNA replication, restriction, modification, recombination, and repair"
slr1604,1.4076282137799745,0.27907387751942964,0.3519086611505616,Cellular processes
slr1656,1.4070371944914588,0.2792565504614133,0.3519086611505616,Cell envelope
slr0974,1.4054309315946452,0.27975363364052125,0.35221689433982595,Translation
slr1795,1.4024778983425163,0.2806698557669085,0.3530518023397993,Translation
sll1532,1.4005938221047258,0.28125601896269997,0.35321488982614985,Hypothetical
slr0938,1.4004336491741,0.28130590867157884,0.35321488982614985,Cell envelope
sll0647,1.3877075315248493,0.28529875818550704,0.3577981412406611,Unknown
sll1697,1.387168802963824,0.2854690546242694,0.3577981412406611,Hypothetical
slr5127,1.3795704644354727,0.2878820063311037,0.3604985626857178,Unknown
slr0067,1.3710477843604625,0.2906131971590011,0.3635922959971359,Other categories
slr1117,1.356333747054703,0.2953905721485414,0.3692382151856768,Hypothetical
sll0467,1.3470344353577377,0.2984508689326682,0.3727295990698945,Translation
slr0678,1.3452247521178362,0.2990501351469652,0.3731439521735389,Transport and binding proteins
slr1691,1.343285813370825,0.29969355420203475,0.3736126077853785,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0041,1.3412929348898377,0.3003563313598929,0.3740955430619871,Cellular processes
sll0644,1.3405095219588885,0.30061727868995514,0.3740955430619871,Other categories
sll0505,1.3373545568343703,0.30167048826813986,0.3750715963761632,Hypothetical
sll0815,1.3314187887188642,0.3036621132409088,0.377211618852242,Unknown
sll1805,1.3299409235953177,0.3041600403097508,0.3774940002064968,Translation
sll0199,1.325762295038856,0.3055723771609065,0.37890974767952396,Photosynthesis and respiration
sll0226,1.3243500646067727,0.3060511907616551,0.3791664397091553,Photosynthesis and respiration
sll1784,1.308804380159106,0.311372102915282,0.3854162232181175,Unknown
sll1911,1.3075186788105353,0.31181631012774946,0.38562389417394544,Hypothetical
sll0502,1.3033898304305558,0.3132471263289118,0.3870502579529069,Translation
sll1253,1.2991243740168046,0.3147322022280497,0.3885410815116189,Other categories
sll1325,1.2976197123886035,0.3152577532514501,0.3888457699255286,Photosynthesis and respiration
sll1360,1.295047699088169,0.3161581484317579,0.3896118525285356,"DNA replication, restriction, modification, recombination, and repair"
slr1471,1.2922021531845571,0.3171573023212449,0.3904981789392203,Hypothetical
sll1276,1.277468626191942,0.3223814170551699,0.3965803146313598,Transport and binding proteins
slr1740,1.2727838500516868,0.3240604562674318,0.3976894692960132,Transport and binding proteins
slr1133,1.2726733460100108,0.32410016640582306,0.3976894692960132,Amino acid biosynthesis
slr0619,1.2724674717643552,0.3241741612090619,0.3976894692960132,Hypothetical
ssr6048,1.2710917998929143,0.324669034218617,0.3976894692960132,Unknown
sll1537,1.2704065525629151,0.3249158204354006,0.3976894692960132,"DNA replication, restriction, modification, recombination, and repair"
slr0115,1.2701908439766183,0.32499354480104303,0.3976894692960132,Regulatory functions
sll0263,1.2627974410854117,0.32766876957901125,0.4006116858568981,Unknown
sll1841,1.2569192887251308,0.3298113449410082,0.4028781315172561,Energy metabolism
slr1236,1.2522091526494732,0.3315382239057054,0.4045404872547164,Hypothetical
slr0954,1.251070611709572,0.3319569931520677,0.4045404872547164,Hypothetical
sll0144,1.2508391492750843,0.332042192047778,0.4045404872547164,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0601,1.2418016485692258,0.33538580866703954,0.4082575943198257,Amino acid biosynthesis
sll1817,1.2358115187325875,0.3376203413479192,0.4106193340717936,Translation
slr0929,1.2328989787770368,0.33871213738153544,0.4115883550934164,"DNA replication, restriction, modification, recombination, and repair"
slr1434,1.2225272597963832,0.34262847765115484,0.41598496633886944,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0578,1.2206459463856023,0.34334362837363364,0.4164907492010599,"Purines, pyrimidines, nucleosides, and nucleotides"
slr1271,1.214939358324931,0.3455219009475098,0.4187689416349054,Cell envelope
slr2048,1.2126431088624172,0.3464022390988418,0.4192518956452306,Unknown
slr0021,1.2123325796415727,0.3465214592680651,0.4192518956452306,Translation
ssr3122,1.208894830522103,0.3478439976034175,0.4204873281254484,Hypothetical
sll0382,1.2040258674061484,0.34972562691358444,0.4223958870514721,Hypothetical
ssl2084,1.1980092519480734,0.3520645688938772,0.4248530048503103,"Fatty acid, phospholipid and sterol metabolism"
sll1546,1.1943313774279145,0.3535018731265984,0.42621876664788655,Central intermediary metabolism
slr0969,1.1897716645216123,0.35529177199534484,0.42800692740371854,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0590,1.1879482761561588,0.35601001409743244,0.42850213085929095,Hypothetical
slr1590,1.185058522165275,0.35715120946640005,0.4291591975735853,Hypothetical
sll1714,1.1850079742563573,0.3571712031418872,0.4291591975735853,Unknown
sll0640,1.1786492614314763,0.3596950514628861,0.4318197906976989,Transport and binding proteins
slr1090,1.1771776635918592,0.3602816190569169,0.4321520710098015,Regulatory functions
sll1396,1.1761284122533076,0.3607004115377323,0.4322827097037256,Unknown
slr1324,1.174924899572126,0.3611813588152497,0.4324875498259856,Regulatory functions
slr1623,1.1721067990100886,0.3623099704656212,0.43315929018723337,Hypothetical
slr1301,1.171973691097087,0.36236336318888973,0.43315929018723337,Hypothetical
slr0594,1.1700520873695577,0.3631350169647265,0.4337100587892067,Hypothetical
slr1852,1.165868299694776,0.3648206189957482,0.4353505248067312,Unknown
sll0996,1.155349102665886,0.3690923027273631,0.4400715917133945,Hypothetical
sll1398,1.1530795185687106,0.37002028103112655,0.44080127415749065,Photosynthesis and respiration
sll1762,1.1514819625793964,0.37067483645860905,0.4412042635322181,Transport and binding proteins
slr0001,1.1430109698832176,0.37416433569746976,0.4449780462898298,Hypothetical
sll1484,1.13417007494124,0.3778399910490277,0.4488880950573545,Photosynthesis and respiration
slr1302,1.1335580959034226,0.3780957073063739,0.4488880950573545,Other categories
ssr2061,1.1284653371959097,0.3802301852640759,0.45103835751988597,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0098,1.1251301428253715,0.3816342977233788,0.4523193248293232,Hypothetical
slr0427,1.1234774598699782,0.3823319167504853,0.4527614803624169,Cellular processes
sll1440,1.1194029891130988,0.38405702820969867,0.4544186211641473,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0151,1.115587989799278,0.3856790337391409,0.4559510610729674,Unknown
slr1909,1.10745220670333,0.389159980729943,0.4596766918867659,Regulatory functions
sll0854,1.104364622293684,0.3904888528534848,0.4608561334438336,Hypothetical
slr0378,1.102239915983705,0.3914058192853256,0.4615478595968126,Other categories
slr0242,1.0925031201513973,0.3956342156032988,0.4661399753096299,Transport and binding proteins
slr1521,1.090860991822203,0.39635160253386575,0.466474556871583,Other categories
sll0102,1.0903228377238865,0.3965869709316827,0.466474556871583,Hypothetical
sll1638,1.0816613647689146,0.40039342820364654,0.4702365125963059,Hypothetical
slr1243,1.0815117506567022,0.4004594816949186,0.4702365125963059,Unknown
sll0037,1.071542181163211,0.4048842153992754,0.4750323637359034,Hypothetical
sll0410,1.0656731698863493,0.4075105098222118,0.4777119001697357,Hypothetical
slr0033,1.0598734957972815,0.4101214860468194,0.4803689949918665,Translation
slr0727,1.0590012977930507,0.4105154980664585,0.4804271139284476,Unknown
slr1139,1.0554469316584956,0.4121248370857161,0.4819062428621744,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1773,1.0484487495701431,0.4153107138875968,0.4850544368992932,Unknown
slr1263,1.0480070104153585,0.4155125821467064,0.4850544368992932,Hypothetical
slr1087,1.0426525064792895,0.4179667937283453,0.4875114358286302,Hypothetical
slr0354,1.035878449203978,0.4210909722699709,0.4907451180589886,Transport and binding proteins
sll0838,1.0318412312275198,0.42296322066563297,0.4925156033627362,"Purines, pyrimidines, nucleosides, and nucleotides"
slr7061,1.024286936280104,0.4264872184095181,0.4961783559795483,Unknown
sll1284,1.023576350603835,0.4268200911652028,0.4961783559795483,Other categories
sll1744,1.0148515751088194,0.4309267659785767,0.5005352527394792,Translation
ssr5009,1.0060035956975808,0.4351284944603728,0.5049952161166555,Unknown
sll0183,0.9962338192455874,0.4398115009480617,0.5100058552140865,Hypothetical
slr0825,0.9953339421278782,0.440245149013171,0.5100847033832007,Other categories
slr1416,0.9935901043859776,0.4410866075781476,0.5106355332543699,Regulatory functions
slr1254,0.987125858700528,0.4442185893420823,0.5138349354330056,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0952,0.9821624206646916,0.4466370944795198,0.5162044298251286,Energy metabolism
slr2103,0.9813301312943624,0.4470438041948244,0.5162467771951822,Hypothetical
sll1098,0.9780371923898789,0.4486562287667365,0.517680263961619,Translation
slr0699,0.9736722837090491,0.450801645457829,0.51876115885758,Unknown
slr0186,0.9732216020869292,0.4510236878712929,0.51876115885758,Amino acid biosynthesis
slr0015,0.9725083361521838,0.4513753019241927,0.51876115885758,Cell envelope
slr2018,0.9724675686887028,0.4513954062475317,0.51876115885758,Unknown
slr2053,0.9723520802147296,0.451452363335557,0.51876115885758,Other categories
sll1501,0.9633235207172636,0.4559251445963691,0.5230962151533481,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1981,0.9632235168221588,0.45597490869281104,0.5230962151533481,Amino acid biosynthesis
slr0883,0.9554479348423957,0.4598591110176125,0.5271187016183808,Hypothetical
slr0216,0.9496097450523064,0.4627948826030292,0.5300483261340112,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0603,0.9463978671433376,0.4644170919259233,0.5314699288241698,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0070,0.93112856266584,0.4721981218515292,0.5399314590023634,Translation
slr0325,0.9284698253702915,0.4735646567919281,0.5410505292585911,Hypothetical
sll0377,0.9268867206967656,0.4743799867774329,0.5415385282770203,"DNA replication, restriction, modification, recombination, and repair"
sll1634,0.9240622340508788,0.4758377085259443,0.5427584655712938,Hypothetical
sll1739,0.9231273835379072,0.4763210491626515,0.5428659016191985,Unknown
sll1205,0.9162579029547582,0.4798859103365466,0.546482322383251,Regulatory functions
slr1706,0.910874411056088,0.4826958466776509,0.5492338549064625,"Biosynthesis of cofactors, prosthetic groups, and carriers"
ssr1114,0.909386108699183,0.4834751883349096,0.5496722801362663,Hypothetical
slr0591,0.9039870267257192,0.4863115413493598,0.5520496965473622,"Purines, pyrimidines, nucleosides, and nucleotides"
slr1694,0.9038992712641756,0.4863577613309736,0.5520496965473622,Regulatory functions
sll1129,0.901424753685136,0.4876626279460948,0.5530807853534978,Other categories
slr1639,0.8983132218151645,0.4893076868023194,0.5544957133137576,Other categories
ssl3580,0.8934041106944294,0.4919128212558723,0.5569954428993035,Other categories
slr1507,0.8919598157033651,0.4926815311800102,0.5574134111890626,Hypothetical
sll2015,0.8907420438004655,0.4933304756091872,0.5576953107575495,Hypothetical
sll5033,0.8828068040987549,0.4975770254808767,0.5620404457860915,Hypothetical
slr2144,0.8780042272212095,0.5001622068632865,0.5642227118489848,Hypothetical
sll1059,0.8777156316898297,0.5003179172453005,0.5642227118489848,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0002,0.871429231796636,0.5037199022448795,0.5673134374851493,Other categories
sll0737,0.8711491341517162,0.5038719347986379,0.5673134374851493,Hypothetical
sll1322,0.8623167142310612,0.5086858613945999,0.5718455620239393,Photosynthesis and respiration
slr0018,0.8622596438535173,0.5087170913775689,0.5718455620239393,Energy metabolism
slr0051,0.8557156731314807,0.5123087099542539,0.5754081396919142,Photosynthesis and respiration
sll1563,0.8549844642458084,0.5127113388079207,0.5754081396919142,Unknown
slr0162,0.8538750020968291,0.5133227494096917,0.5756312181885208,Cellular processes
sll1470,0.8527889311206509,0.5139218560255765,0.5757214048850053,Amino acid biosynthesis
sll1273,0.8518374448287199,0.514447198883426,0.5757214048850053,Unknown
slr0099,0.8508300193283075,0.5150039127095749,0.5757214048850053,Other categories
slr0454,0.8507394476330774,0.5150539880261553,0.5757214048850053,Transport and binding proteins
sll1527,0.8493952785180318,0.5157976269742822,0.5760910245229174,Unknown
slr0400,0.8484601417381288,0.5163154996586338,0.5762080976190352,Hypothetical
slr0483,0.845808511570375,0.5177862927003885,0.5773875925795698,Hypothetical
sll0182,0.8423180034928192,0.5197276571764976,0.5790895221734937,Transport and binding proteins
sll1062,0.8408759542055197,0.5205314483414869,0.5795222429659811,Unknown
slr1251,0.8369420164464413,0.5227293955267778,0.5815051888037122,Translation
slr0229,0.8351965258396631,0.5237070573685607,0.582128561776209,Energy metabolism
ssl2233,0.8308402803391944,0.5261535355714511,0.5839738319807496,Translation
slr1395,0.8307499252188617,0.5262043776342669,0.5839738319807496,Hypothetical
slr0120,0.8270700271158021,0.5282784208293612,0.585809536611255,Translation
sll0067,0.8183058582857653,0.5332446906602916,0.5908469765457559,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1228,0.8160517696026331,0.5345280451062648,0.5916981305874071,Translation
slr0623,0.8128558123633166,0.5363518916983068,0.5916981305874071,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0710,0.8127894515507024,0.5363898147347455,0.5916981305874071,Amino acid biosynthesis
sll0943,0.8127020006661301,0.5364397933319206,0.5916981305874071,Unknown
sll1592,0.8126938298531261,0.5364444631806262,0.5916981305874071,Regulatory functions
slr0291,0.8124955371099728,0.5365578030057849,0.5916981305874071,Hypothetical
sll0274,0.8108595374815561,0.5374936349811192,0.5922619437588162,Hypothetical
slr0863,0.8095355849596352,0.5382519214004255,0.592629384651613,Hypothetical
slr1697,0.8087273606334464,0.538715246257804,0.5926717417426156,Regulatory functions
slr2111,0.8018114973641602,0.5426928208081707,0.5965772143635919,Unknown
slr1213,0.7942482889632133,0.5470692312646875,0.6007804094021525,Regulatory functions
sll0898,0.793716985452756,0.5473777063441834,0.6007804094021525,Hypothetical
slr2081,0.7900000837603619,0.5495395487534294,0.6026789862508128,Amino acid biosynthesis
slr1205,0.777309284741707,0.5569708829672098,0.6103490822775001,Other categories
slr1051,0.7748310676642964,0.5584310508265881,0.611468850787355,"Fatty acid, phospholipid and sterol metabolism"
sll1369,0.7693132060430101,0.5616926978049566,0.6145578928924821,Other categories
slr1124,0.7596278618453619,0.5674527265906713,0.6199132344919527,Energy metabolism
slr1334,0.7595886622580175,0.5674761293521315,0.6199132344919527,Central intermediary metabolism
slr1098,0.7504985565636109,0.5729225874787727,0.6253732468958434,Hypothetical
sll1217,0.7379657398454578,0.5804951424290706,0.6331436463553975,Unknown
slr1746,0.7329274707624637,0.5835598763027959,0.6359890839393753,Cell envelope
slr2015,0.7290337796797474,0.5859363756482405,0.6377823371231365,Unknown
sll0053,0.7287339205644244,0.5861196818579648,0.6377823371231365,"Fatty acid, phospholipid and sterol metabolism"
slr5012,0.7252198714312852,0.5882709118193479,0.6396242572003041,Hypothetical
sll5035,0.7221927702370863,0.5901285574886586,0.6406233281253565,Regulatory functions
sll0630,0.7217332656835486,0.5904109066698717,0.6406233281253565,Unknown
slr0640,0.7214785606060286,0.5905674551750598,0.6406233281253565,Regulatory functions
slr1493,0.7199746520290378,0.5914923973446032,0.6411281229958986,Hypothetical
sll1400,0.7058732736160467,0.6002146944768871,0.650077250617436,Hypothetical
ssr1399,0.7007638499845527,0.6033970042438843,0.6530169285649485,Translation
sll1815,0.6973887471531597,0.6055054501057775,0.6547907774399687,"Purines, pyrimidines, nucleosides, and nucleotides"
slr0708,0.6904352381340736,0.6098650875112781,0.6589944206647815,Unknown
sll1433,0.6854352948156611,0.6130128914742312,0.6618831142465577,Hypothetical
slr1102,0.6818625017685834,0.6152688082127808,0.6638050947075246,Hypothetical
sll0415,0.6795358398495179,0.6167408379164635,0.6648790331479649,Transport and binding proteins
slr0086,0.6775600789371424,0.6179926717962037,0.6657141136337483,Cellular processes
slr0251,0.6755999586454731,0.6192362338709779,0.6665390017361221,Transport and binding proteins
slr1212,0.6742522621056115,0.6200921984230503,0.6669457338474597,Regulatory functions
sll1694,0.6724884957492133,0.6212135796632372,0.6676370906242033,Cellular processes
slr2035,0.6692928607032422,0.6232486551403564,0.6693086019405675,Amino acid biosynthesis
sll1961,0.6651324094613259,0.6259045450749909,0.6716437233689327,Hypothetical
slr1066,0.6625756606802453,0.6275402482832171,0.6728813576903058,Unknown
slr1063,0.6614666570200419,0.6282505820237438,0.6731256235968683,Other categories
slr1657,0.6542999864988035,0.6328530824650083,0.6774408784475073,Hypothetical
slr0023,0.6536843954795656,0.6332493946204656,0.6774408784475073,Unknown
slr1235,0.6516089778395641,0.6345866575172763,0.6783512545874333,Hypothetical
sll0925,0.6455841605313483,0.6384784349237359,0.6819888336283396,Hypothetical
sll5048,0.6344255890719974,0.6457242205229521,0.6888000384603291,Other categories
sll1776,0.6342438745211821,0.6458426167068892,0.6888000384603291,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0509,0.6311166447965707,0.6478821485497808,0.6904473622818521,"Purines, pyrimidines, nucleosides, and nucleotides"
slr1275,0.6229526154802845,0.6532240869311384,0.695608855930487,Hypothetical
slr1648,0.6220476788403461,0.653817748438944,0.6957099611535674,Hypothetical
slr1791,0.6181599478144552,0.6563716441476684,0.6978951551722541,Amino acid biosynthesis
slr1276,0.6150926963376666,0.6583904686200415,0.6995085329207601,Hypothetical
slr1979,0.6096638830248333,0.6619719840011498,0.7023162907908101,Amino acid biosynthesis
slr0864,0.6092307422032791,0.6622581917298145,0.7023162907908101,Transport and binding proteins
slr0981,0.6087475863573818,0.6625775267094265,0.7023162907908101,Hypothetical
sll0184,0.6073813817323891,0.6634809480128752,0.7023162907908101,Transcription
sll0244,0.6072763252731247,0.6635504453493103,0.7023162907908101,Energy metabolism
sll1785,0.6045714990863711,0.6653410890793849,0.7036776491779697,Unknown
sll0398,0.5991243034217207,0.6689549640909085,0.7069637688688009,"Purines, pyrimidines, nucleosides, and nucleotides"
sll1633,0.5959644361878819,0.6710560078856701,0.7086473361093941,Cellular processes
sll0459,0.5917902851082407,0.6738366314478124,0.7110454620799532,"DNA replication, restriction, modification, recombination, and repair"
slr0111,0.5875295895831532,0.6766808763013807,0.7130116979408636,Unknown
sll0172,0.5874677316876643,0.6767222136729057,0.7130116979408636,Unknown
sll0565,0.5804040303510756,0.6814507488762844,0.7174519205150316,Hypothetical
slr1256,0.5794023097120243,0.6821226014886003,0.7176176689868758,Central intermediary metabolism
slr1349,0.5766237495078095,0.6839878233795678,0.7190376892347378,Energy metabolism
sll1212,0.5655269300375468,0.6914605467582344,0.7263459809696815,Energy metabolism
slr1390,0.5640263550606891,0.6924738629768705,0.7268630841630808,Cellular processes
sll1771,0.5630342939308912,0.6931441460479683,0.7270196118322675,Regulatory functions
slr1598,0.553053419336465,0.6999032008650656,0.7329306447921319,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0118,0.5527204145397927,0.7001291871767779,0.7329306447921319,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0651,0.5523863107209002,0.7003559494680371,0.7329306447921319,Hypothetical
slr1583,0.5355616746238911,0.7118126659319168,0.7443618208208576,Hypothetical
slr1843,0.5316688840201874,0.7144734145654066,0.7465845792649755,Energy metabolism
sll1317,0.5302094465338046,0.7154718587912225,0.7470682956689786,Photosynthesis and respiration
slr0958,0.5291063481273142,0.7162268437969761,0.7472972678360371,Translation
slr1322,0.5260261241653855,0.7183364646816168,0.748938242325004,"DNA replication, restriction, modification, recombination, and repair"
